county,sub_county,constituency,ward,community_unit_name,community_unit_code,chu_status,linked_facility_name,date_established_excel,source
WEST POKOT,Pokot North,Kacheliba,Suam,Tiinei Community Health Unit,602855,semi-functional,Tiinei Dispensary,41122,KMHFR via openAFRICA (2020 extract)
TANA RIVER,Garsen,Garsen,Garsen South,Idsowe Community Health Unit,602285,semi-functional,Idsowe Dispensary,40725,KMHFR via openAFRICA (2020 extract)
LAMU,Lamu East,Lamu East,Faza,Faza Community Health Unit,601815,Fully-functional,Tchundwa Dispensary,40026,KMHFR via openAFRICA (2020 extract)
KWALE,Kinango,Kinango,Kinango,Lutsangani Community Health Unit,601799,Fully-functional,Lutsangani Dispensary,39934,KMHFR via openAFRICA (2020 extract)
KWALE,Kinango,Kinango,Kinango,Gandini Community Health Unit,601797,non-functinoal,Lutsangani Dispensary,39934,KMHFR via openAFRICA (2020 extract)
KWALE,Kinango,Kinango,Kinango,Kibandaowho Community Health Unit,601798,Fully-functional,Kibandaongo Dispensary,40118,KMHFR via openAFRICA (2020 extract)
KWALE,Kinango,Kinango,Mackinon Road,Taru Community Health Unit,601804,non-functinoal,Taru Dispensary,40980,KMHFR via openAFRICA (2020 extract)
KWALE,Kinango,Kinango,Mackinon Road,Dupharu Community Health Unit,602787,Fully-functional,Taru Dispensary,40940,KMHFR via openAFRICA (2020 extract)
KWALE,Kinango,Kinango,Mwavumbo,Mwanda Community Health Unit,602793,Fully-functional,Mwanda Dispensary,39995,KMHFR via openAFRICA (2020 extract)
KWALE,Kinango,Kinango,Mwavumbo,Kalalani Community Health Unit,602791,Fully-functional,Mwanda Dispensary,40087,KMHFR via openAFRICA (2020 extract)
TANA RIVER,Garsen,Garsen,Garsen North,Maziwa Community Health Unit,601886,Fully-functional,Maziwa Dispensary,40725,KMHFR via openAFRICA (2020 extract)
KILIFI,Kilifi North,Kilifi North,Matsangoni,Vyombo Community Health Unit,601783,Fully-functional,Matsangoni Model Health Centre,39479,KMHFR via openAFRICA (2020 extract)
KWALE,Msambweni,Msambweni,Gambato Bongwe,Scheme Community Health Unit,601865,semi-functional,Diani Health Centre,40057,KMHFR via openAFRICA (2020 extract)
GARISSA,Ijara,Ijara,Masalani,Kotile Community Health Unit,601714,Fully-functional,Kotile Health Centre,40452,KMHFR via openAFRICA (2020 extract)
GARISSA,Ijara,Ijara,Masalani,Korisa Community Health Unit,602651,Fully-functional,Korisa Dispensary,41309,KMHFR via openAFRICA (2020 extract)
GARISSA,Ijara,Ijara,Ijara,Sangole Community Health Unit,601715,Fully-functional,Sangole Dispensary,40238,KMHFR via openAFRICA (2020 extract)
ISIOLO,Isiolo,Isiolo North,Bulla Pesa,Waso Community Health Unit,602404,semi-functional,Waso AIPCA Dispensary (Isiolo),40725,KMHFR via openAFRICA (2020 extract)
NAROK,Narok West,Narok West,Ilmotiook,Mulot Community Health Unit,601125,Fully-functional,Mulot Health Centre,40299,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot Central,Sigor,Masool,Akiriamet Community Health Unit,601146,non-functinoal,Masol Dispensary,40148,KMHFR via openAFRICA (2020 extract)
TANA RIVER,Galole,Galole,Wayu,Haroresa Community Health Unit,601894,Fully-functional,Haroresa,40848,KMHFR via openAFRICA (2020 extract)
TANA RIVER,Bura,Bura,Bangale,Masabubu Community Health Unit,601900,Fully-functional,Roka,40787,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot South,Pokot South,Batei,Parua Community Health Unit,602272,semi-functional,Parua Dispensary,40513,KMHFR via openAFRICA (2020 extract)
WEST POKOT,Pokot Central,Sigor,Wei Wei,Kopro Community Health Unit,601150,non-functinoal,Wakor Dispensary,40148,KMHFR via openAFRICA (2020 extract)
KILIFI,Rabai,Rabai,Rabai/Kisurutini,Kaliangombe Community Health Unit,601747,Fully-functional,Kokotoni Dispensary,40391,KMHFR via openAFRICA (2020 extract)
KILIFI,Rabai,Rabai,Rabai/Kisurutini,Kalia Ngombe Community Health Unit,602567,non-functinoal,Kokotoni Dispensary,40391,KMHFR via openAFRICA (2020 extract)
GARISSA,Dadaab,Daadab,Abakaile,Kumahumato Community Health Unit,602653,Fully-functional,Kumahumato Dispensary,41355,KMHFR via openAFRICA (2020 extract)
NAROK,Narok North,Narok North,Olorropil,Olloropil Community Health Unit,601108,non-functinoal,Oloropil Dispensary,40634,KMHFR via openAFRICA (2020 extract)
TANA RIVER,Galole,Galole,Mikinduni,Pumwani Community Health Unit,601904,Fully-functional,Pumwani Dispensary,40817,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Mwatate,Mwatate,Bura(Mwatate),Sangalla Community Health Unit,601879,semi-functional,Sagaighu Dispensary,39508,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Mwatate,Mwatate,Bura(Mwatate),Ndiwenyi Community Health Unit,601878,Fully-functional,Sagaighu Dispensary,40360,KMHFR via openAFRICA (2020 extract)
TURKANA,Turkana South,Turkana South,Katilu,Lokapel Community Health Unit,602910,Fully-functional,Lokapel Dispensary,41275,KMHFR via openAFRICA (2020 extract)
TURKANA,Turkana Central,Turkana Central,Lodwar Township,Kakwanyang Community Health Unit,602273,Fully-functional,Kakwanyang Dispensary,41061,KMHFR via openAFRICA (2020 extract)
TURKANA,Loima,Loima,Turkwel,Nameyana Community Health Unit,602888,Fully-functional,Nameyana Dispensary,41244,KMHFR via openAFRICA (2020 extract)
NAROK,Transmara East,Emurua Dikirr,Ololmasani,Njipiship Community Health Unit,602219,Fully-functional,Njipiship Dispensary,40909,KMHFR via openAFRICA (2020 extract)
TURKANA,Turkana Central,Turkana Central,Kanamkemer,Loturerei Community Health Unit,602903,Fully-functional,Loturerei Dispensary,41244,KMHFR via openAFRICA (2020 extract)
TURKANA,Turkana Central,Turkana Central,Kalokol,Kapua Community Health Unit,602901,semi-functional,Kapua Dispensary,41244,KMHFR via openAFRICA (2020 extract)
TURKANA,Loima,Loima,Turkwel,Lomil Community Health Unit,602887,Fully-functional,Lomil Dispensary,41244,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Wundanyi,Wundanyi,Werugha,Werugha Community Health Unit,601881,semi-functional,Werugha Health Centre,40634,KMHFR via openAFRICA (2020 extract)
TANA RIVER,Galole,Galole,Kinakomba,Jamhuri Community Health Unit,601895,Fully-functional,Wenje Dispensary,40817,KMHFR via openAFRICA (2020 extract)
TANA RIVER,Galole,Galole,Kinakomba,Gwano Community Health Unit,601893,Fully-functional,Wenje Dispensary,40817,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Voi,Voi,Kasigau,Buguta Community Health Unit,601871,semi-functional,Bughuta Health Centre,40787,KMHFR via openAFRICA (2020 extract)
TANA RIVER,Galole,Galole,Chewani,Zubaki Community Health Unit,601906,Fully-functional,GK Prisons Dispensary (Tana River),40817,KMHFR via openAFRICA (2020 extract)
TANA RIVER,Galole,Galole,Chewani,Mikinduni Community Health Unit,601902,Fully-functional,GK Prisons Dispensary (Tana River),40817,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Taveta,Taveta,Mboghoni,Kimorigo Community Health Unit,601907,semi-functional,Kimorigho Dispensary,40057,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Voi,Voi,Mbololo,Mraru Community Health Unit,602211,Fully-functional,David Kayanda Dispensary,40695,KMHFR via openAFRICA (2020 extract)
TAITA TAVETA,Voi,Voi,Sagala,Kajire Community Health Unit,601872,semi-functional,Kajire Dispensary,39965,KMHFR via openAFRICA (2020 extract)
TURKANA,Loima,Loima,Turkwel,Kaitese Community Health Unit,602898,Fully-functional,Kaitese Dispensary,41244,KMHFR via openAFRICA (2020 extract)
GARISSA,Lagdera,Lagdera,Maalamin,Maalimin Community Health Unit,602662,Fully-functional,Maalimin Dispensary,40452,KMHFR via openAFRICA (2020 extract)
SAMBURU,Samburu Central,Samburu Central,Porro,Sirata Community Health Unit,602953,Fully-functional,Sirata Oirobi Dispensary,41425,KMHFR via openAFRICA (2020 extract)
MARSABIT,Saku,Saku,Sagante/Jaldesa,Gororukesa Community Health Unit,602968,Fully-functional,Goro Rukesa Dispensary,39706,KMHFR via openAFRICA (2020 extract)
WAJIR,Tarbaj,Tarbaj,Elben,Mansa Community Health Unit,601724,Fully-functional,Mansa Health Centre,40603,KMHFR via openAFRICA (2020 extract)
KILIFI,Malindi,Malindi,Jilore,Mkondoni Community Health Unit,601831,Fully-functional,Baolala Dispensary,40330,KMHFR via openAFRICA (2020 extract)
KILIFI,Ganze,Ganze,Sokoke,Malanga Community Health Unit,601827,Fully-functional,Malanga Dispensary (Vitengeni),41133,KMHFR via openAFRICA (2020 extract)
KWALE,Msambweni,Msambweni,Ramisi,Uzima Self Help Group Community Health Unit,601867,Fully-functional,Mafisini Dispensary,40695,KMHFR via openAFRICA (2020 extract)
KILIFI,Kilifi South,Kilifi South,Junju,Gongoni Community Health Unit,601765,Fully-functional,Junju Dispensary,40969,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir South,Wajir South,Dadaja Bulla,Dadajabula Community Health Unit,601738,Fully-functional,Dadajabula Sub District Hospital,40634,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir South,Wajir South,Habasswein,Meri Community Health Unit,602261,semi-functional,Meri Health Centre,40391,KMHFR via openAFRICA (2020 extract)
WAJIR,Tarbaj,Tarbaj,Sarman,Sarman Community Health Unit,601725,Fully-functional,Sarman Dispensary,40603,KMHFR via openAFRICA (2020 extract)
KILIFI,Kaloleni,Kaloleni,Kayafungo,Mbalamweni Community Health Unit,601751,Fully-functional,Gotani Dispensary,40330,KMHFR via openAFRICA (2020 extract)
KILIFI,Kilifi South,Kilifi South,Mwarakaya,Pingilikani Community Health Unit,601779,Fully-functional,Pingilikani Dispensary,40969,KMHFR via openAFRICA (2020 extract)
WAJIR,Tarbaj,Tarbaj,Elben,Elben Community Health Unit,601720,Fully-functional,Elben Dispensary,40603,KMHFR via openAFRICA (2020 extract)
KILIFI,Rabai,Rabai,Kambe/Ribe,Ribe Community Health Unit,601756,Fully-functional,Ribe Dispensary,39934,KMHFR via openAFRICA (2020 extract)
GARISSA,Lagdera,Lagdera,Benane,Benane Community Health Unit,602660,Fully-functional,Benane Health Centre,41548,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir South,Wajir South,Habasswein,Abakorey Community Health Unit,601711,semi-functional,Abakore Sub District Hospital,40787,KMHFR via openAFRICA (2020 extract)
KWALE,Matuga,Matuga,Tsimba Golini,Vyogwani Community Health Unit,601813,Fully-functional,Vyongwani Dispensary,39995,KMHFR via openAFRICA (2020 extract)
KWALE,Matuga,Matuga,Tsimba Golini,Vyokuta Community Health Unit,602795,Fully-functional,Vyongwani Dispensary,39995,KMHFR via openAFRICA (2020 extract)
KILIFI,Kilifi North,Kilifi North,Matsangoni,Kararacha Community Health Unit,601768,Fully-functional,Roka Maweni Dispensary,39965,KMHFR via openAFRICA (2020 extract)
KILIFI,Kilifi North,Kilifi North,Matsangoni,Chumani Community Health Unit,601761,Fully-functional,Roka Maweni Dispensary,39965,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir South,Wajir South,Lagboghoi South,Leheley Community Health Unit,602276,semi-functional,Leheley Sub District Hospital,40634,KMHFR via openAFRICA (2020 extract)
KILIFI,Ganze,Ganze,Sokoke,Maekani Community Health Unit,601773,Fully-functional,Madamani Dispensary,40603,KMHFR via openAFRICA (2020 extract)
KILIFI,Ganze,Ganze,Sokoke,Madamani Community Health Unit,601772,Fully-functional,Madamani Dispensary,40603,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir East,Wajir East,Khorof/Harar,Arbaqeranso Community Health Unit,601717,non-functinoal,Arbaqueranso Dispensary,40603,KMHFR via openAFRICA (2020 extract)
KILIFI,Magarini,Magarini,Adu,Kamale Community Health Unit,601826,Fully-functional,Adu Dispensary,39845,KMHFR via openAFRICA (2020 extract)
KILIFI,Magarini,Magarini,Adu,Kimale Community Health Unit,602561,Closed,Adu Dispensary,40210,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir South,Wajir South,Habasswein,Dilmanyaley Community Health Unit,602801,semi-functional,Dilmanyaley Health Centre,40634,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir South,Wajir South,Diif,Diif Community Health Unit,601713,semi-functional,Diff Health Centre,40787,KMHFR via openAFRICA (2020 extract)
GARISSA,Garissa,Garissa Township,Galbet,Medina Community Health Unit,601914,Fully-functional,Medina Health Centre,40452,KMHFR via openAFRICA (2020 extract)
KWALE,Msambweni,Msambweni,Gambato Bongwe,Bongwe Community Health Unit,601850,semi-functional,Mbuwani Dispensary,39234,KMHFR via openAFRICA (2020 extract)
KWALE,Msambweni,Msambweni,Gambato Bongwe,Mtumwa Community Health Unit,602757,Fully-functional,Mbuwani Dispensary,39264,KMHFR via openAFRICA (2020 extract)
KILIFI,Kilifi North,Kilifi North,Watamu,Jimba Community Health Unit,601824,Fully-functional,Watamu Dispensary,40057,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir West,Wajir West,Ademasajide,Ademasajida Community Health Unit,601740,Fully-functional,Ademasajida Dispensary,40603,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir South,Wajir South,Benane,Sarif Community Health Unit,602250,non-functinoal,Sarif Health Centre,40634,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir North,Wajir North,Bute,Adadijole Community Health Unit,601728,Fully-functional,Adadijolle Dispensary,40725,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir North,Wajir North,Batalu,Batalu Community Health Unit,601729,Fully-functional,Batalu Dispensary,40725,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir North,Wajir North,Bute,Ogorji Community Health Unit,601736,Fully-functional,Ogorji Dispensary,40725,KMHFR via openAFRICA (2020 extract)
WAJIR,Wajir North,Wajir North,Malkagufu,Ingirir Community Health Unit,601733,Fully-functional,Ingirir Dispensary,40725,KMHFR via openAFRICA (2020 extract)
TANA RIVER,Garsen,Garsen,Garsen North,Sera Community Health Unit,601888,Fully-functional,Sera Dispensary,40817,KMHFR via openAFRICA (2020 extract)
LAMU,Lamu West,Lamu West,Mkunumbi,Mkunumbi Community Health Unit,602187,Fully-functional,Mkunumbi Dispensary,39326,KMHFR via openAFRICA (2020 extract)
